"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2003","Americas","Lower-middle-income","El Salvador","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1981","Eastern Mediterranean","Low-income","Somalia","3","3.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","Africa","Lower-middle-income","Sao Tome and Principe","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Africa","Lower-middle-income","Sao Tome and Principe","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Africa","Lower-middle-income","Sao Tome and Principe","91","91.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2015","Africa","Lower-middle-income","Sao Tome and Principe","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1984","Americas","Upper-middle-income","Suriname","75","75.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1986","Americas","Upper-middle-income","Suriname","78","78.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1993","Americas","Upper-middle-income","Suriname","61","61.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Americas","Upper-middle-income","Suriname","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1986","Eastern Mediterranean","Low-income","Somalia","25","25.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","Eastern Mediterranean","Low-income","Somalia","33","33.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Eastern Mediterranean","Low-income","Somalia","34","34.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Eastern Mediterranean","Low-income","Somalia","25","25.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2004","Eastern Mediterranean","Low-income","Somalia","40","40.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","Eastern Mediterranean","Low-income","Somalia","35","35.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Eastern Mediterranean","Low-income","Somalia","46","46.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Eastern Mediterranean","Low-income","Somalia","46","46.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1993","Europe","Upper-middle-income","Serbia","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Europe","Upper-middle-income","Serbia","86","86.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2002","Europe","Upper-middle-income","Serbia","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2004","Europe","Upper-middle-income","Serbia","89","89.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2009","Europe","Upper-middle-income","Serbia","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Europe","Upper-middle-income","Serbia","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Europe","Upper-middle-income","Serbia","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2012","Africa","Low-income","South Sudan","60","60.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1981","Africa","Lower-middle-income","Sao Tome and Principe","25","25.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1983","Africa","Lower-middle-income","Sao Tome and Principe","40","40.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Europe","High-income","San Marino","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Europe","High-income","San Marino","89","89.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","Africa","Lower-middle-income","Sao Tome and Principe","69","69.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","Africa","Lower-middle-income","Sao Tome and Principe","71","71.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Africa","Lower-middle-income","Sao Tome and Principe","60","60.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1999","Africa","Lower-middle-income","Sao Tome and Principe","64","64.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2000","Americas","Upper-middle-income","Suriname","84","84.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2004","Europe","High-income","Sweden","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2009","Europe","High-income","Sweden","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Europe","High-income","Sweden","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Europe","High-income","Sweden","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Europe","High-income","Sweden","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1982","Africa","Lower-middle-income","Eswatini","38","38.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1989","Africa","Lower-middle-income","Eswatini","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1991","Africa","Lower-middle-income","Eswatini","80","80.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1998","Africa","Lower-middle-income","Eswatini","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2000","Africa","Lower-middle-income","Eswatini","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2005","Africa","Lower-middle-income","Eswatini","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2007","Africa","Lower-middle-income","Eswatini","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2002","Americas","Upper-middle-income","Suriname","73","73.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2009","Americas","Upper-middle-income","Suriname","88","88.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Americas","Upper-middle-income","Suriname","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Americas","Upper-middle-income","Suriname","98","98.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Europe","High-income","Slovakia","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2000","Europe","High-income","Slovakia","98","98.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2002","Europe","High-income","Slovakia","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2009","Europe","High-income","Slovakia","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Europe","High-income","Slovakia","98","98.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Europe","High-income","Slovakia","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1993","Europe","High-income","Slovenia","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1998","Europe","High-income","Slovenia","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2000","Europe","High-income","Slovenia","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2002","Europe","High-income","Slovenia","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2007","Europe","High-income","Slovenia","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2009","Europe","High-income","Slovenia","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2016","Europe","High-income","Slovenia","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Europe","High-income","Slovenia","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1984","Europe","High-income","Sweden","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1986","Europe","High-income","Sweden","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","Europe","High-income","Sweden","95","95.00000","","",""
